flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
691,44,691,604,87,0,44,735,`2df,tal_system.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
316,0,316,316,0,0,0,316,`13c,tal_template.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1913,16,1913,1328,585,0,16,1929,`789,tal_thread.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
76,0,76,76,0,0,0,76,`4c,tal_fs.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1458,4,1458,1268,190,0,4,1462,`5b6,tal_log.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
713,16,713,424,289,0,16,729,`2d9,tal_sleep.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
817,0,817,770,47,0,0,817,`331,tal_workqueue.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1143,4,1143,772,371,0,4,1147,`47b,tuya_devos_stride.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1238,4,1238,1082,156,0,4,1242,`4da,tuya_devos_reset.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
5348,9,5348,4092,1256,0,9,5357,`14ed,tuya_svc_devos.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4702,3737,4698,3754,944,4,3733,8435,`20f3,tuya_devos_utils.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
139,4,139,110,29,0,4,143,`8f,tuya_devos.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2100,41,2092,1564,528,8,33,2133,`855,tuya_svc_devos_daemons.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1761,28,1761,1428,333,0,28,1789,`6fd,tuya_svc_devos_activate.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
763,0,763,508,255,0,0,763,`2fb,tuya_svc_devos_activate_ext_module.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2132,36,2132,1408,724,0,36,2168,`878,tuya_devos_localkey_update.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4223,0,4223,3156,1067,0,0,4223,`107f,ws_db_gw.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2833,4,2833,1884,949,0,4,2837,`b15,tuya_devos_health.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1024,0,1024,720,304,0,0,1024,`400,tuya_devos_mqc.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3893,44,3893,3052,841,0,44,3937,`f61,multi_section_upgrade.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
32,8,32,32,0,0,8,40,`28,tuya_svc_schema_upgrade.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
567,0,567,412,155,0,0,567,`237,tuya_svc_upgrade_http.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
9480,148,9480,7356,2124,0,148,9628,`259c,tuya_svc_upgrade.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
626,5,625,376,249,1,4,630,`276,tuya_upgrade_main.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
236,33,208,184,24,28,5,241,`f1,tuya_svc_wired.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
266,0,266,240,26,0,0,266,`10a,tuya_svc_netmgr.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1393,76,1393,1044,349,0,76,1469,`5bd,tuya_svc_netmgr_linkage.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
32,28,4,4,0,28,0,32,`20,tuya_svc_netmgr_linkage_virtual.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2603,12,2603,1828,775,0,12,2615,`a37,tuya_ipc_p2p_common.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3431,200,3431,2312,1119,0,200,3631,`e2f,tuya_tmm_control.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1403,0,1403,1136,267,0,0,1403,`57b,http_inf.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
8921,34,8919,5346,3573,2,32,8953,`22f9,httpc.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2109,96,2109,1584,525,0,96,2205,`89d,http_manager.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
375,0,375,248,127,0,0,375,`177,tuya_uf_db.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
432,4,432,432,0,0,4,436,`1b4,uf_file.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1781,36,1781,1372,409,0,36,1817,`719,uf_flash_file_app.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1654,36,1654,1262,392,0,36,1690,`69a,simple_flash_app.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
70,0,70,70,0,0,0,70,`46,tal_wired.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1906,0,1906,1900,6,0,0,1906,`772,tuya_lib_mqtt.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
563,0,563,436,127,0,0,563,`233,tal_x509.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
514,0,514,514,0,0,0,514,`202,tal_hash.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
724,0,724,724,0,0,0,724,`2d4,tal_symmetry.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
868,0,868,868,0,0,0,868,`364,tal_network.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
192,0,192,192,0,0,0,192,`c0,tuya_transport.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1051,0,1051,876,175,0,0,1051,`41b,tcp_transporter.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
801,0,801,574,227,0,0,801,`321,tls_transporter.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
60,16,44,44,0,16,0,60,`3c,threading.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
930,0,930,930,0,0,0,930,`3a2,entropy.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
413,0,413,412,1,0,0,413,`19d,hkdf.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2248,0,2248,2248,0,0,0,2248,`8c8,cipher.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4222,8748,4222,4222,0,0,8748,12970,`32aa,aes.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
8478,0,8478,7806,672,0,0,8478,`211e,bignum.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1213,0,1213,1100,113,0,0,1213,`4bd,md.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4132,0,4132,4132,0,0,0,4132,`1024,sha1.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
784,0,784,784,0,0,0,784,`310,chachapoly.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1504,0,1504,1504,0,0,0,1504,`5e0,ccm.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1374,0,1374,1374,0,0,0,1374,`55e,constant_time.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
62,0,62,62,0,0,0,62,`3e,entropy_poll.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
892,0,892,892,0,0,0,892,`37c,chacha20.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
24,4,20,20,0,4,0,24,`18,platform_util.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
7276,18,7276,6880,396,0,18,7294,`1c7e,ecp.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
6503,64,6439,6346,93,64,0,6503,`1967,ssl_tls.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1058,0,1058,1058,0,0,0,1058,`422,poly1305.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3808,0,3808,3786,22,0,0,3808,`ee0,ssl_cli.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1272,0,1272,1264,8,0,0,1272,`4f8,pkparse.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1220,0,1220,1220,0,0,0,1220,`4c4,ctr_drbg.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4270,0,4270,3630,640,0,0,4270,`10ae,sha512.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4693,0,4693,4584,109,0,0,4693,`1255,x509_crt.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3862,0,3862,3862,0,0,0,3862,`f16,ssl_msg.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2644,0,2644,2388,256,0,0,2644,`a54,sha256.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
540,0,540,524,16,0,0,540,`21c,pk.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
564,0,564,564,0,0,0,564,`234,base64.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
52,8,44,44,0,8,0,52,`34,platform.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1127,0,1127,1020,107,0,0,1127,`467,pem.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2062,0,2062,410,1652,0,0,2062,`80e,cipher_wrap.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
390,0,390,390,0,0,0,390,`186,asn1write.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3792,52,3792,2250,1542,0,52,3844,`f04,tuya_ipc_media_adapter.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
162,4,162,84,78,0,4,166,`a6,tuya_ipc_media_stream_event.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1159,380,1111,766,345,48,332,1491,`5d3,tuya_ipc_mqtt_subscribe.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
48,12,48,48,0,0,12,60,`3c,tuya_ipc_data_struct_adapter.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2243,36,2243,1656,587,0,36,2279,`8e7,tuya_ipc_media_stream.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
217,220,217,140,77,0,220,437,`1b5,tuya_imm_service_log.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2100,72,2100,1432,668,0,72,2172,`87c,tuya_ipc_skill.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2707,36,2707,2086,621,0,36,2743,`ab7,tuya_ai_input.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1466,48,1466,1136,330,0,48,1514,`5ea,tuya_ai_output.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
10098,1648,10098,7920,2178,0,1648,11746,`2de2,tuya_ai_agent.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
5507,44,5479,4092,1387,28,16,5523,`1593,tuya_wifi_link.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4669,25,4668,3428,1240,1,24,4693,`1255,tuya_wifi_netcfg.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3578,36,3574,2724,850,4,32,3610,`e1a,tuya_wifi_reset.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
708,12,707,524,183,1,11,719,`2cf,tuya_wifi_status.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4606,44,4602,3196,1406,4,40,4646,`1226,tuya_wifi_connect.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
10736,68,10676,8036,2640,60,8,10744,`29f8,tuya_wifi_protect.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1777,4,1777,1468,309,0,4,1781,`6f5,wifi_netcfg_frame_sniffer.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1026,37,994,760,234,32,5,1031,`407,netcfg_module.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
11111,60,11111,8030,3081,0,60,11171,`2ba3,ap_netcfg.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1254,0,1254,732,522,0,0,1254,`4e6,wifi_ap_activate.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
182,0,182,182,0,0,0,182,`b6,ap_pbkdf2.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3446,16,3442,2908,534,4,12,3458,`d82,wifi_netcfg_frame_transporter.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
228,12,228,228,0,0,12,240,`f0,tuya_ai_encoder.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1228,24,1204,880,324,24,0,1228,`4cc,tuya_ai_encoder_opus.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
212,0,212,212,0,0,0,212,`d4,audio_subsys_rnn_vad.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
868,996,868,868,0,0,996,1864,`748,rnn_vad_interface.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
244,0,244,244,0,0,0,244,`f4,audio_subsys_speexdsp_wrap2.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
776,0,776,656,120,0,0,776,`308,biquad.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4796,0,4796,4796,0,0,0,4796,`12bc,preprocess.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4328,0,4328,4328,0,0,0,4328,`10e8,mdf.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
